c_{A0}                        ;Q_{1}                         ;T_{1}                         ;L                             ;c_{A}                         ;c_{B}                         ;T_{2}                         ;Q_{5}                         ;Q_{4}                         ;T_{3}                         ;\mathrm{PCW}                  ;\mathrm{CNT}_{1}              ;\mathrm{CNT}_{3}=SP_{Q_{5}}   ;\mathrm{CNT}_{2}              ;\mathrm{INV\ CON}             ;\mathrm{CW\ DP\ CON}          ;\mathrm{EFFL\ DP\ CON}        ;\mathrm{MOLBAL\ CON}          ;     CLASS
    0.20089E+02;    0.40720E-02;    0.30009E+02;    0.19465E+01;    0.27652E-01;    0.20083E+02;    0.27114E+02;    0.18069E+00;    0.20102E-01;    0.19938E+02;    0.55502E+05;    0.95091E+02;   -0.15911E-01;    0.17919E-03;   -0.46315E-02;   -0.28365E-03;   -0.34836E+00;   -0.75672E-01; 2         
    0.19801E+02;    0.30582E-02;    0.30109E+02;    0.19220E+01;   -0.35215E-02;    0.20080E+02;    0.27010E+02;    0.17948E+00;    0.20916E-01;    0.19643E+02;    0.56675E+05;    0.94031E+02;    0.52323E-02;    0.14678E-03;   -0.20650E-01;   -0.35793E-02;   -0.34722E+00;   -0.49990E+00; 2         
    0.19988E+02;    0.10007E-02;    0.30056E+02;    0.19204E+01;   -0.96279E-04;    0.20003E+02;    0.26851E+02;    0.17673E+00;    0.23063E-01;    0.19931E+02;    0.56073E+05;    0.92773E+02;    0.20309E-01;    0.44535E-04;   -0.14974E-02;   -0.54960E-02;   -0.34477E+00;   -0.32917E+00; 2         
    0.20073E+02;   -0.18564E-02;    0.29844E+02;    0.19126E+01;    0.30530E-02;    0.20006E+02;    0.26099E+02;    0.18070E+00;    0.22959E-01;    0.20043E+02;    0.56557E+05;    0.92595E+02;   -0.59534E-02;    0.15163E-03;    0.79767E-02;   -0.20692E-02;   -0.34480E+00;   -0.12427E+00; 2         
    0.19875E+02;    0.24546E-04;    0.30110E+02;    0.19092E+01;   -0.10912E-01;    0.19847E+02;    0.26034E+02;    0.18406E+00;    0.24437E-01;    0.20142E+02;    0.57038E+05;    0.91311E+02;    0.88763E-03;    0.46635E-04;    0.24114E-01;    0.45341E-03;   -0.34299E+00;   -0.29963E+00; 2         
    0.19820E+02;   -0.45218E-03;    0.30166E+02;    0.18856E+01;    0.21741E-01;    0.19893E+02;    0.25956E+02;    0.18269E+00;    0.23469E-01;    0.19796E+02;    0.56948E+05;    0.90118E+02;    0.78862E-02;    0.86579E-04;    0.97245E-02;   -0.83650E-03;   -0.34354E+00;   -0.36146E+00; 2         
    0.19915E+02;    0.30443E-02;    0.30224E+02;    0.18605E+01;   -0.19176E-02;    0.20094E+02;    0.25318E+02;    0.18097E+00;    0.19066E-01;    0.19897E+02;    0.55966E+05;    0.88962E+02;    0.10308E-01;   -0.90084E-04;   -0.60860E-02;   -0.99279E-03;   -0.34752E+00;   -0.18026E+00; 2         
    0.19909E+02;   -0.36062E-02;    0.30000E+02;    0.18580E+01;   -0.97460E-02;    0.20143E+02;    0.25256E+02;    0.18328E+00;    0.22762E-01;    0.20100E+02;    0.56968E+05;    0.87587E+02;   -0.11220E-01;    0.95545E-04;    0.11313E-01;   -0.10708E-03;   -0.34339E+00;    0.28109E+00; 2         
    0.19801E+02;    0.63628E-03;    0.29742E+02;    0.18348E+01;   -0.19203E-01;    0.19685E+02;    0.25176E+02;    0.17879E+00;    0.19746E-01;    0.19927E+02;    0.55937E+05;    0.86250E+02;    0.32804E-02;    0.57757E-04;   -0.22694E-02;   -0.30558E-02;   -0.34587E+00;   -0.12839E+01; 2         
    0.19992E+02;    0.21253E-02;    0.29626E+02;    0.18326E+01;    0.93757E-02;    0.19884E+02;    0.25029E+02;    0.18234E+00;    0.22816E-01;    0.20242E+02;    0.56643E+05;    0.84808E+02;    0.29891E-02;    0.60384E-04;    0.16182E-01;   -0.65426E-03;   -0.34227E+00;   -0.28791E+00; 2         
    0.19951E+02;    0.21612E-02;    0.30028E+02;    0.17843E+01;   -0.17883E-01;    0.19945E+02;    0.24707E+02;    0.18004E+00;    0.21456E-01;    0.20060E+02;    0.57343E+05;    0.83594E+02;   -0.71932E-02;    0.19797E-04;   -0.34659E-01;   -0.39889E-02;   -0.34299E+00;   -0.12093E+01; 2         
    0.20020E+02;   -0.11408E-02;    0.30008E+02;    0.17992E+01;    0.67709E-01;    0.20033E+02;    0.24416E+02;    0.18361E+00;    0.24339E-01;    0.19834E+02;    0.56522E+05;    0.82181E+02;    0.83329E-02;   -0.31742E-05;    0.92950E-02;    0.76531E-03;   -0.33958E+00;    0.13684E+00; 2         
    0.19835E+02;    0.75760E-03;    0.29958E+02;    0.17761E+01;    0.23983E-01;    0.19985E+02;    0.24019E+02;    0.18204E+00;    0.21959E-01;    0.20073E+02;    0.56995E+05;    0.80469E+02;    0.19487E-01;   -0.25237E-03;   -0.40713E-02;   -0.16691E-02;   -0.34111E+00;   -0.38084E+00; 2         
    0.19927E+02;    0.63276E-03;    0.29775E+02;    0.17614E+01;   -0.34064E-02;    0.19864E+02;    0.23942E+02;    0.18064E+00;    0.20773E-01;    0.19872E+02;    0.57036E+05;    0.78737E+02;   -0.11116E-01;    0.14329E-03;   -0.58702E-02;   -0.28605E-02;   -0.34140E+00;   -0.81022E+00; 2         
    0.20065E+02;    0.84008E-03;    0.29911E+02;    0.17573E+01;    0.18245E-01;    0.19894E+02;    0.23935E+02;    0.18186E+00;    0.20305E-01;    0.19927E+02;    0.56352E+05;    0.77765E+02;    0.11392E-01;   -0.12879E-03;    0.84511E-02;   -0.73459E-03;   -0.34134E+00;   -0.38948E+00; 2         
    0.19841E+02;   -0.21345E-03;    0.29982E+02;    0.17338E+01;    0.24702E-01;    0.20031E+02;    0.23678E+02;    0.18334E+00;    0.23413E-01;    0.20089E+02;    0.56252E+05;    0.75105E+02;   -0.36572E-04;   -0.15336E-03;   -0.55715E-02;    0.10117E-02;   -0.33662E+00;   -0.29601E+00; 2         
    0.20041E+02;    0.36399E-02;    0.29941E+02;    0.17230E+01;   -0.97171E-02;    0.19940E+02;    0.23472E+02;    0.18697E+00;    0.23350E-01;    0.20046E+02;    0.56062E+05;    0.74407E+02;   -0.10202E-01;    0.13834E-03;   -0.45744E-03;    0.50408E-02;   -0.33621E+00;   -0.51958E+00; 2         
    0.20170E+02;   -0.43889E-03;    0.29866E+02;    0.16920E+01;   -0.79439E-02;    0.19953E+02;    0.23256E+02;    0.18251E+00;    0.20006E-01;    0.20244E+02;    0.56738E+05;    0.71835E+02;    0.70176E-01;   -0.11682E-03;   -0.25558E-01;   -0.12376E-02;   -0.33769E+00;   -0.98267E+00; 2         
    0.20095E+02;    0.57978E-03;    0.29933E+02;    0.16829E+01;    0.73673E-02;    0.19774E+02;    0.23237E+02;    0.18287E+00;    0.21314E-01;    0.20196E+02;    0.56477E+05;    0.69693E+02;    0.38177E-02;    0.68322E-04;   -0.18727E-01;    0.13665E-03;   -0.33471E+00;   -0.12594E+01; 2         
    0.20029E+02;   -0.56426E-02;    0.30003E+02;    0.16862E+01;    0.11294E-01;    0.19604E+02;    0.23132E+02;    0.18078E+00;    0.19662E-01;    0.19827E+02;    0.56448E+05;    0.67863E+02;    0.32929E-02;   -0.17553E-03;    0.81347E-02;   -0.18996E-02;   -0.33482E+00;   -0.11446E+01; 2         
    0.20066E+02;    0.13868E-02;    0.30093E+02;    0.16719E+01;    0.14955E-01;    0.19784E+02;    0.22630E+02;    0.17899E+00;    0.20714E-01;    0.20070E+02;    0.55955E+05;    0.65951E+02;    0.16791E-02;   -0.55668E-04;    0.73487E-02;   -0.28749E-02;   -0.33194E+00;   -0.69469E+00; 2         
    0.19708E+02;   -0.72437E-03;    0.29910E+02;    0.16444E+01;   -0.12567E-01;    0.19877E+02;    0.22716E+02;    0.18215E+00;    0.21261E-01;    0.19881E+02;    0.56032E+05;    0.63598E+02;   -0.16077E-01;   -0.10997E-03;   -0.12610E-01;    0.32006E-03;   -0.32887E+00;   -0.92512E+00; 2         
    0.20031E+02;    0.17067E-02;    0.29925E+02;    0.16251E+01;   -0.17798E-01;    0.20058E+02;    0.22552E+02;    0.18519E+00;    0.18097E-01;    0.20129E+02;    0.56931E+05;    0.61025E+02;   -0.31429E-02;   -0.10696E-03;   -0.20617E-01;    0.17937E-02;   -0.32899E+00;   -0.65445E+00; 2         
    0.20246E+02;   -0.11631E-02;    0.30208E+02;    0.16432E+01;   -0.37598E-01;    0.19881E+02;    0.22268E+02;    0.18291E+00;    0.21563E-01;    0.19970E+02;    0.55900E+05;    0.58610E+02;    0.15500E-01;    0.13003E-03;    0.28218E-01;    0.10150E-02;   -0.32243E+00;   -0.16184E+00; 2         
    0.19782E+02;   -0.26039E-02;    0.29775E+02;    0.15959E+01;    0.89933E-02;    0.19846E+02;    0.22421E+02;    0.18566E+00;    0.23318E-01;    0.19743E+02;    0.55931E+05;    0.57010E+02;    0.17658E-01;    0.17434E-03;   -0.21129E-01;    0.36899E-02;   -0.31822E+00;   -0.11149E+01; 2         
    0.19920E+02;    0.20789E-02;    0.30112E+02;    0.15900E+01;    0.24948E-01;    0.20210E+02;    0.21993E+02;    0.18763E+00;    0.17773E-01;    0.19745E+02;    0.56173E+05;    0.53874E+02;   -0.15788E-01;   -0.97200E-04;   -0.91226E-02;    0.55642E-02;   -0.31873E+00;    0.31707E-01; 2         
    0.20170E+02;    0.11828E-02;    0.29974E+02;    0.15778E+01;   -0.29342E-01;    0.20042E+02;    0.22046E+02;    0.18345E+00;    0.21650E-01;    0.19577E+02;    0.56793E+05;    0.51228E+02;    0.10764E-01;   -0.51738E-04;   -0.60243E-02;    0.14410E-03;   -0.31001E+00;   -0.43845E+00; 2         
    0.19885E+02;   -0.13132E-02;    0.29914E+02;    0.15786E+01;    0.14728E-01;    0.19803E+02;    0.21860E+02;    0.18645E+00;    0.21642E-01;    0.20035E+02;    0.56697E+05;    0.48779E+02;   -0.18308E-01;    0.26729E-04;    0.15892E-01;    0.35630E-02;   -0.30507E+00;   -0.46268E+00; 2         
    0.19953E+02;    0.60292E-04;    0.29931E+02;    0.15626E+01;    0.98831E-02;    0.19832E+02;    0.21539E+02;    0.19027E+00;    0.15837E-01;    0.20026E+02;    0.56543E+05;    0.46528E+02;   -0.19569E-02;    0.23167E-04;    0.11830E-01;    0.74894E-02;   -0.30580E+00;   -0.48408E+00; 2         
    0.19875E+02;    0.14230E-02;    0.29992E+02;    0.15444E+01;   -0.35560E-01;    0.20029E+02;    0.21618E+02;    0.17987E+00;    0.21781E-01;    0.20130E+02;    0.55479E+05;    0.43528E+02;    0.15547E-01;    0.78380E-04;    0.47789E-02;   -0.13419E-02;   -0.29236E+00;   -0.27047E+00; 2         
    0.20203E+02;   -0.45152E-03;    0.29886E+02;    0.15317E+01;   -0.55480E-02;    0.19954E+02;    0.21597E+02;    0.18425E+00;    0.18546E-01;    0.19749E+02;    0.56839E+05;    0.40374E+02;    0.53100E-02;   -0.10660E-03;    0.65012E-02;    0.92456E-03;   -0.28679E+00;   -0.34139E+00; 2         
    0.20094E+02;    0.14485E-02;    0.29959E+02;    0.15154E+01;    0.38197E-01;    0.19844E+02;    0.21539E+02;    0.17443E+00;    0.19960E-01;    0.19957E+02;    0.55957E+05;    0.37975E+02;    0.15327E-01;   -0.24998E-04;    0.28045E-02;   -0.75549E-02;   -0.27796E+00;   -0.56606E+00; 2         
    0.20163E+02;   -0.26600E-02;    0.29826E+02;    0.15029E+01;   -0.74223E-02;    0.19988E+02;    0.21320E+02;    0.18118E+00;    0.21282E-01;    0.20096E+02;    0.56366E+05;    0.34908E+02;   -0.15729E-01;    0.68765E-04;    0.43809E-02;   -0.12005E-02;   -0.26631E+00;   -0.31379E+00; 2         
    0.19891E+02;    0.28121E-02;    0.30098E+02;    0.14621E+01;    0.14556E-01;    0.20028E+02;    0.21312E+02;    0.17818E+00;    0.17153E-01;    0.20129E+02;    0.56020E+05;    0.31232E+02;    0.12634E-01;   -0.34176E-04;   -0.36269E-01;   -0.38854E-02;   -0.25669E+00;   -0.99213E+00; 2         
    0.19962E+02;   -0.33254E-02;    0.30304E+02;    0.14630E+01;    0.29263E-01;    0.20114E+02;    0.21423E+02;    0.18010E+00;    0.20464E-01;    0.19818E+02;    0.56010E+05;    0.28476E+02;    0.56075E-02;   -0.43211E-04;   -0.14000E-01;   -0.18838E-02;   -0.24226E+00;   -0.32733E+00; 2         
    0.19925E+02;   -0.83713E-03;    0.29804E+02;    0.14469E+01;    0.68404E-02;    0.19948E+02;    0.21078E+02;    0.17912E+00;    0.17402E-01;    0.19604E+02;    0.56310E+05;    0.25272E+02;    0.15647E-01;   -0.39455E-04;   -0.17348E-01;   -0.34446E-02;   -0.23145E+00;   -0.80723E+00; 2         
    0.19979E+02;   -0.12897E-02;    0.30198E+02;    0.14559E+01;   -0.19604E-02;    0.19734E+02;    0.21038E+02;    0.18594E+00;    0.19169E-01;    0.19992E+02;    0.55820E+05;    0.22437E+02;   -0.16773E-01;   -0.65669E-04;    0.16762E-01;    0.44559E-02;   -0.21675E+00;   -0.61392E+00; 2         
    0.20068E+02;    0.13753E-02;    0.29855E+02;    0.14459E+01;    0.78643E-02;    0.19814E+02;    0.21362E+02;    0.18961E+00;    0.21679E-01;    0.19954E+02;    0.56301E+05;    0.18649E+02;   -0.82206E-02;    0.10252E-03;    0.21971E-01;    0.72697E-02;   -0.19607E+00;   -0.31236E+00; 2         
    0.20204E+02;    0.14287E-02;    0.30023E+02;    0.14135E+01;    0.30424E-01;    0.19824E+02;    0.20905E+02;    0.18740E+00;    0.18659E-01;    0.20069E+02;    0.57077E+05;    0.15526E+02;   -0.49645E-02;    0.10140E-03;   -0.61566E-02;    0.37838E-02;   -0.18355E+00;   -0.79957E+00; 2         
    0.20026E+02;   -0.67266E-03;    0.30046E+02;    0.13868E+01;   -0.14967E-01;    0.20034E+02;    0.20945E+02;    0.18351E+00;    0.23226E-01;    0.19918E+02;    0.56638E+05;    0.12477E+02;    0.10237E-01;    0.57620E-04;   -0.26636E-01;    0.46088E-03;   -0.16359E+00;   -0.86281E+00; 2         
